acl_key,year,c3_hit,title
moorjani-etal-2022-audience,2022,yes,Audience-Centric Natural Language Generation via Style Infusion
mishra-etal-2022-pepds,2022,yes,{PEPDS}: A Polite and Empathetic Persuasive Dialogue System for Charity Donation
minghui-etal-2022-using,2022,no,Using Extracted Emotion Cause to Improve Content-Relevance for Empathetic Conversation Generation
min-etal-2022-pair,2022,no,{PAIR}: Prompt-Aware marg{I}n Ranking for Counselor Reflection Scoring in Motivational Interviewing
meyer-elsweiler-2022-glohbcd,2022,yes,{GL}o{HBCD}: A Naturalistic {G}erman Dataset for Language of Health Behaviour Change on Online Support Forums
mehta-etal-2022-psychotherapy,2022,yes,Psychotherapy is Not One Thing: Simultaneous Modeling of Different Therapeutic Approaches
maheshwari-varma-2022-ensemble,2022,no,An Ensemble Approach to Detect Emotions at an Essay Level
lybarger-etal-2022-identifying,2022,yes,Identifying Distorted Thinking in Patient-Therapist Text Message Exchanges by Leveraging Dynamic Multi-Turn Context
lin-etal-2022-knowledge,2022,yes,Knowledge-Grounded Conversational Data Augmentation with Generative Conversational Networks
li-etal-2022-continuing,2022,yes,Continuing Pre-trained Model with Multiple Training Strategies for Emotional Classification
lee-etal-2022-gpt,2022,yes,Does {GPT}-3 Generate Empathetic Dialogues? A Novel In-Context Example Selection Method and Automatic Evaluation Metric for Empathetic Dialogue Generation
lee-etal-2022-corpus,2022,no,A Corpus of Simulated Counselling Sessions with Dialog Act Annotation
lahnala-etal-2022-mitigating,2022,yes,Mitigating Toxic Degeneration with Empathetic Data: Exploring the Relationship Between Toxicity and Empathy
lahnala-etal-2022-critical,2022,yes,A Critical Reflection and Forward Perspective on Empathy and Natural Language Processing
lahnala-etal-2022-caisa,2022,yes,{CAISA} at {WASSA} 2022: Adapter-Tuning for Empathy Prediction
kraus-etal-2022-prodial,2022,no,{P}ro{D}ial {--} An Annotated Proactive Dialogue Act Corpus for Conversational Assistants using Crowdsourcing
kosgi-etal-2022-empathic,2022,no,Empathic Machines: Using Intermediate Features as Levers to Emulate Emotions in Text-To-Speech Systems
kim-etal-2022-emp,2022,no,Emp-{RFT}: Empathetic Response Generation via Recognizing Feature Transitions between Utterances
jung-etal-2022-emotion,2022,yes,An Emotion-based {K}orean Multimodal Empathetic Dialogue System
ireland-etal-2022-tracking,2022,no,Tracking Mental Health Risks and Coping Strategies in Healthcare Workers' Online Conversations Across the {COVID}-19 Pandemic
ide-kawahara-2022-building,2022,yes,Building a Dialogue Corpus Annotated with Expressed and Experienced Emotions
huang-chang-2022-improving,2022,yes,Improving Response Diversity through Commonsense-Aware Empathetic Response Generation
hosseini-caragea-2022-calibrating,2022,yes,Calibrating Student Models for Emotion-related Tasks
gupta-etal-2022-learning,2022,yes,Learning to Automate Follow-up Question Generation using Process Knowledge for Depression Triage on {R}eddit Posts
girju-girju-2022-design,2022,yes,Design Considerations for an {NLP}-Driven Empathy and Emotion Interface for Clinician Training via Telemedicine
ghosh-etal-2022-team,2022,yes,"Team {IITP}-{AINLPML} at {WASSA} 2022: Empathy Detection, Emotion Classification and Personality Detection"
firdaus-etal-2022-polise,2022,yes,{P}oli{S}e: Reinforcing Politeness Using User Sentiment for Customer Care Response Generation
falk-lapesa-2022-reports,2022,yes,Reports of personal experiences and stories in argumentation: datasets and analysis
ding-etal-2022-improving,2022,yes,Improving Classification of Infrequent Cognitive Distortions: Domain-Specific Model vs. Data Augmentation
dey-girju-2022-enriching,2022,yes,Enriching Deep Learning with Frame Semantics for Empathy Classification in Medical Narrative Essays
del-arco-etal-2022-empathy,2022,yes,Empathy and Distress Prediction using Transformer Multi-output Regression and Emotion Analysis with an Ensemble of Supervised and Zero-Shot Learning Models
das-etal-2022-using,2022,yes,Using Multi-Encoder Fusion Strategies to Improve Personalized Response Selection
das-etal-2022-conversational,2022,yes,Conversational Bots for Psychotherapy: A Study of Generative Transformer Models Using Domain-specific Dialogues
cheng-etal-2022-improving,2022,no,Improving Multi-turn Emotional Support Dialogue Generation with Lookahead Strategy Planning
chen-liang-2022-wish,2022,no,Wish {I} Can Feel What You Feel: A Neural Approach for Empathetic Response Generation
chen-etal-2022-leveraging-open,2022,yes,Leveraging Open Data and Task Augmentation to Automated Behavioral Coding of Psychotherapy Conversations in Low-Resource Scenarios
chen-etal-2022-iucl,2022,no,{IUCL} at {WASSA} 2022 Shared Task: A Text-only Approach to Empathy and Emotion Detection
chen-etal-2022-emphi,2022,no,{E}mp{H}i: Generating Empathetic Responses with Human-like Intents
burkhardt-etal-2022-comparing,2022,yes,Comparing emotion feature extraction approaches for predicting depression and anxiety
bialer-etal-2022-detecting,2022,yes,Detecting Suicide Risk in Online Counseling Services: A Study in a Low-Resource Language
bhandari-goyal-2022-bitsa,2022,yes,bitsa{\_}nlp@{LT}-{EDI}-{ACL}2022: Leveraging Pretrained Language Models for Detecting Homophobia and Transphobia in Social Media Comments
bayerl-etal-2022-ksof,2022,no,{KS}o{F}: The Kassel State of Fluency Dataset {--} A Therapy Centered Dataset of Stuttering
barriere-etal-2022-wassa,2022,no,"{WASSA} 2022 Shared Task: Predicting Empathy, Emotion and Personality in Reaction to News Stories"
zheng-etal-2021-comae,2021,no,{C}o{MAE}: A Multi-factor Hierarchical Framework for Empathetic Response Generation
zeng-etal-2021-affective,2021,yes,Affective Decoding for Empathetic Response Generation
yoo-etal-2021-empathy,2021,yes,Empathy and Hope: Resource Transfer to Model Inter-country Social Media Dynamics
xie-pu-2021-empathetic,2021,yes,Empathetic Dialog Generation with Fine-Grained Intents
wu-etal-2021-transferable,2021,no,Transferable Persona-Grounded Dialogues via Grounded Minimal Edits
wu-etal-2021-towards,2021,yes,Towards Low-Resource Real-Time Assessment of Empathy in Counselling
welivita-etal-2021-large,2021,yes,A Large-Scale Dataset for Empathetic Response Generation
wei-etal-2021-linguistic,2021,no,Linguistic Complexity Loss in Text-Based Therapy
wambsganss-etal-2021-supporting,2021,no,Supporting Cognitive and Emotional Empathic Writing of Students
vettigli-sorgente-2021-empna,2021,no,"{E}mp{N}a at {WASSA} 2021: A Lightweight Model for the Prediction of Empathy, Distress and Emotions from Reactions to News Stories"
varshney-etal-2021-modelling,2021,yes,Modelling Context Emotions using Multi-task Learning for Emotion Controlled Dialog Generation
vanderlyn-etal-2021-seemed,2021,yes,``It seemed like an annoying woman'': On the Perception and Ethical Considerations of Affective Language in Text-Based Conversational Agents
tsakalidis-etal-2021-automatic,2021,yes,Automatic Identification of Ruptures in Transcribed Psychotherapy Sessions
tsai-etal-2021-style,2021,yes,Style Control for Schema-Guided Natural Language Generation
tavabi-etal-2021-analysis,2021,no,Analysis of Behavior Classification in Motivational Interviewing
tafreshi-etal-2021-wassa,2021,no,{WASSA} 2021 Shared Task: Predicting Empathy and Emotion in Reaction to News Stories
sun-etal-2021-psyqa,2021,no,{P}sy{QA}: A {C}hinese Dataset for Generating Long Counseling Text for Mental Health Support
shreevastava-foltz-2021-detecting,2021,yes,Detecting Cognitive Distortions from Patient-Therapist Interactions
shim-2021-development,2021,yes,Development of Conversational {AI} for Sleep Coaching Programme
shen-etal-2021-constructing-emotional,2021,no,Constructing Emotional Consensus and Utilizing Unpaired Data for Empathetic Dialogue Generation
shapira-etal-2021-hebrew,2021,no,{H}ebrew Psychological Lexicons
roller-etal-2021-recipes,2021,yes,Recipes for Building an Open-Domain Chatbot
natarajan-nargund-2021-mre,2021,no,{MRE} : Multi Relationship Extractor for Persona based Empathetic Conversational Model
naous-etal-2021-empathetic,2021,yes,Empathetic {BERT}2{BERT} Conversational Model: Learning {A}rabic Language Generation with Little Data
mundra-etal-2021-wassa,2021,yes,{WASSA}@{IITK} at {WASSA} 2021: Multi-task Learning and Transformer Finetuning for Emotion Classification and Empathy Prediction
mousavi-etal-2021-like,2021,no,Would you like to tell me more? Generating a corpus of psychotherapy dialogues
mondal-etal-2021-linguistic,2021,yes,A Linguistic Annotation Framework to Study Interactions in Multilingual Healthcare Conversational Forums
min-etal-2021-evaluating,2021,yes,Evaluating Automatic Speech Recognition Quality and Its Impact on Counselor Utterance Coding
lu-etal-2021-retrieve-discriminate,2021,yes,"Retrieve, Discriminate and Rewrite: A Simple and Effective Framework for Obtaining Affective Response in Retrieval-Based Chatbots"
liu-etal-2021-towards,2021,yes,Towards Emotional Support Dialog Systems
liang-etal-2021-evaluation,2021,yes,Evaluation of In-Person Counseling Strategies To Develop Physical Activity Chatbot for Women
li-etal-2021-large,2021,no,Large-Scale Quantitative Evaluation of Dialogue Agents' Response Strategies against Offensive Users
lee-etal-2021-restatement,2021,yes,Restatement and Question Generation for Counsellor Chatbot
lahnala-etal-2021-exploring,2021,no,Exploring Self-Identified Counseling Expertise in Online Support Forums
kulkarni-etal-2021-pvg,2021,yes,"{PVG} at {WASSA} 2021: A Multi-Input, Multi-Task, Transformer-Based Architecture for Empathy and Distress Prediction"
kim-etal-2021-perspective,2021,no,Perspective-taking and Pragmatics for Generating Empathetic Responses Focused on Emotion Causes
jang-etal-2021-bpm,2021,yes,{BPM}{\_}{MT}: Enhanced Backchannel Prediction Model using Multi-Task Learning
ishii-etal-2021-erica,2021,yes,{ERICA}: An Empathetic Android Companion for Covid-19 Quarantine
inoue-etal-2021-multi,2021,no,A multi-party attentive listening robot which stimulates involvement from side participants
hu-etal-2021-mmgcn,2021,yes,{MMGCN}: Multimodal Fusion via Deep Graph Convolution Network for Emotion Recognition in Conversation
hu-etal-2021-dialoguecrn,2021,yes,{D}ialogue{CRN}: Contextual Reasoning Networks for Emotion Recognition in Conversations
hosseini-caragea-2021-distilling-knowledge,2021,no,Distilling Knowledge for Empathy Detection
guo-choi-2021-enhancing,2021,yes,Enhancing Cognitive Models of Emotions with Representation Learning
guda-etal-2021-empathbert,2021,yes,{E}mpath{BERT}: A {BERT}-based Framework for Demographic-aware Empathy Prediction
gogoulou-etal-2021-predicting,2021,yes,Predicting Treatment Outcome from Patient Texts:The Case of {I}nternet-Based Cognitive Behavioural Therapy
gao-etal-2021-improving-empathetic,2021,no,Improving Empathetic Response Generation by Recognizing Emotion Cause in Conversations
fornaciari-etal-2021-milanlp,2021,yes,{M}ila{NLP} @ {WASSA}: Does {BERT} Feel Sad When You Cry?
dinu-moldovan-2021-automatic,2021,yes,Automatic Detection and Classification of Mental Illnesses from General Social Media Texts
de-toledo-rodriguez-etal-2021-formulating,2021,no,Formulating Automated Responses to Cognitive Distortions for {CBT} Interactions
chen-etal-2021-nice-neural,2021,no,{NICE}: Neural Image Commenting with Empathy
butala-etal-2021-team,2021,yes,Team Phoenix at {WASSA} 2021: Emotion Analysis on News Stories with Pre-Trained Language Models
andy-etal-2021-understanding,2021,no,Understanding Social Support Expressed in a {COVID}-19 Online Forum
zhou-jurgens-2020-condolence,2020,no,Condolence and Empathy in Online Communities
zhou-etal-2020-design,2020,yes,"The Design and Implementation of {X}iao{I}ce, an Empathetic Social Chatbot"
zhong-etal-2020-towards,2020,yes,Towards Persona-Based Empathetic Conversational Models
zhang-danescu-niculescu-mizil-2020-balancing,2020,no,Balancing Objectives in Counseling Conversations: Advancing Forwards or Looking Backwards
welivita-pu-2020-taxonomy,2020,yes,A Taxonomy of Empathetic Response Intents in Human Social Conversations
welch-etal-2020-expressive,2020,yes,Expressive Interviewing: A Conversational System for Coping with {COVID}-19
wang-etal-2020-contextualized,2020,yes,Contextualized Emotion Recognition in Conversation as Sequence Tagging
smith-etal-2020-put,2020,yes,Can You Put it All Together: Evaluating Conversational Agents' Ability to Blend Skills
singla-etal-2020-towards,2020,yes,Towards end-2-end learning for predicting behavior codes from spoken utterances in psychotherapy conversations
shuster-etal-2020-dialogue,2020,yes,The Dialogue Dodecathlon: Open-Domain Knowledge and Image Grounded Conversational Agents
shen-feng-2020-cdl,2020,no,{CDL}: Curriculum Dual Learning for Emotion-Controllable Response Generation
shen-etal-2020-counseling,2020,yes,Counseling-Style Reflection Generation Using Generative Pretrained Transformers with Augmented Context
sharma-etal-2020-computational,2020,no,A Computational Approach to Understanding Empathy Expressed in Text-Based Mental Health Support
sedoc-etal-2020-learning,2020,yes,Learning Word Ratings for Empathy and Distress from Document-Level User Responses
sanguinetti-etal-2020-annotating,2020,yes,Annotating Errors and Emotions in Human-Chatbot Interactions in {I}talian
rawsthorne-etal-2020-extra,2020,yes,{E}x{TRA}: Explainable Therapy-Related Annotations
popa-fabre-etal-2020-french,2020,yes,{F}rench Contextualized Word-Embeddings with a sip of {C}a{B}e{R}net: a New {F}rench Balanced Reference Corpus
phy-etal-2020-deconstruct,2020,yes,Deconstruct to Reconstruct a Configurable Evaluation Metric for Open-Domain Dialogue Systems
naous-etal-2020-empathy,2020,yes,Empathy-driven {A}rabic Conversational Chatbot
majumder-etal-2020-mime,2020,no,{MIME}: {MIM}icking Emotions for Empathetic Response Generation
madeira-etal-2020-framework,2020,yes,A Framework to Assist Chat Operators of Mental Healthcare Services
li-etal-2020-empdg,2020,yes,{E}mp{DG}: Multi-resolution Interactive Empathetic Dialogue Generation
lee-etal-2020-counselling,2020,yes,A Counselling Corpus in {C}antonese
ito-etal-2020-relation,2020,no,Relation between Degree of Empathy for Narrative Speech and Type of Responsive Utterance in Attentive Listening
inoue-etal-2020-attentive,2020,no,An Attentive Listening System with Android {ERICA}: Comparison of Autonomous and {WOZ} Interactions
grandeit-etal-2020-using,2020,yes,Using {BERT} for Qualitative Content Analysis in Psychosocial Online Counseling
govindarajan-etal-2020-help,2020,yes,Help! Need Advice on Identifying Advice
gala-etal-2020-alector,2020,no,{A}lector: A Parallel Corpus of Simplified {F}rench Texts with Alignments of Misreadings by Poor and Dyslexic Readers
firdaus-etal-2020-incorporating,2020,yes,Incorporating Politeness across Languages in Customer Care Responses: Towards building a Multi-lingual Empathetic Dialogue Agent
fassetti-fassetti-2020-automatic,2020,no,An Automatic Tool For Language Evaluation
demszky-etal-2020-goemotions,2020,yes,{G}o{E}motions: A Dataset of Fine-Grained Emotions
demasi-etal-2020-multi,2020,yes,A Multi-Persona Chatbot for Hotline Counselor Training
biester-etal-2020-quantifying,2020,no,Quantifying the Effects of {COVID}-19 on Mental Health Support Forums
zhang-etal-2019-finding,2019,no,Finding Your Voice: The Linguistic Development of Mental Health Counselors
tang-etal-2019-target,2019,no,Target-Guided Open-Domain Conversation
rashkin-etal-2019-towards,2019,no,Towards Empathetic Open-domain Conversation Models: A New Benchmark and Dataset
rajendran-etal-2019-ne,2019,yes,{NE}-Table: A Neural key-value table for Named Entities
perez-rosas-etal-2019-makes,2019,no,What Makes a Good Counselor? Learning to Distinguish between High-quality and Low-quality Counseling Conversations
park-etal-2019-conversation,2019,yes,Conversation Model Fine-Tuning for Classifying Client Utterances in Counseling Dialogues
mahajan-shaikh-2019-emoji,2019,no,Emoji Usage Across Platforms: A Case Study for the Charlottesville Event
lin-etal-2019-moel,2019,yes,{M}o{EL}: Mixture of Empathetic Listeners
lee-etal-2019-identifying,2019,no,Identifying therapist conversational actions across diverse psychotherapeutic approaches
demasi-etal-2019-towards,2019,no,Towards augmenting crisis counselor training by improving message retrieval
cao-etal-2019-observing,2019,no,Observing Dialogue in Therapy: Categorizing and Forecasting Behavioral Codes
azab-etal-2019-towards,2019,no,Towards Extracting Medical Family History from Natural Language Interactions: A New Dataset and Baselines
zhou-wang-2018-mojitalk,2018,yes,{M}oji{T}alk: Generating Emotional Responses at Scale
zayed-etal-2018-phrase,2018,yes,Phrase-Level Metaphor Identification Using Distributed Representations of Word Meaning
rojas-barahona-etal-2018-deep,2018,yes,Deep learning for language understanding of mental health concepts derived from Cognitive Behavioural Therapy
pirrelli-2018-nlp,2018,yes,{NLP}-based Assessment of Reading Efficiency in Early Grade Children
perez-rosas-etal-2018-analyzing,2018,no,Analyzing the Quality of Counseling Conversations: the Tell-Tale Signs of High-quality Counseling
mieskes-stiegelmayr-2018-preparing,2018,yes,Preparing Data from Psychotherapy for Natural Language Processing
lubis-etal-2018-unsupervised,2018,yes,Unsupervised Counselor Dialogue Clustering for Positive Emotion Elicitation in Neural Dialogue System
loveys-etal-2018-cross,2018,yes,Cross-cultural differences in language markers of depression online
kaushik-lipton-2018-much,2018,no,How Much Reading Does Reading Comprehension Require? A Critical Investigation of Popular Benchmarks
huang-etal-2018-modeling,2018,yes,Modeling Temporality of Human Intentions by Domain Adaptation
holz-etal-2018-coast,2018,no,{COAST} - Customizable Online Syllable Enhancement in Texts. A flexible framework for automatically enhancing reading materials
hoang-etal-2018-entity,2018,no,Entity Tracking Improves Cloze-style Reading Comprehension
hazarika-etal-2018-icon,2018,no,{ICON}: Interactive Conversational Memory Network for Multimodal Emotion Detection
hazarika-etal-2018-conversational,2018,no,Conversational Memory Network for Emotion Recognition in Dyadic Dialogue Videos
guerini-etal-2018-methodology,2018,yes,A Methodology for Evaluating Interaction Strategies of Task-Oriented Conversational Agents
ghaeini-etal-2018-dependent,2018,yes,Dependent Gated Reading for Cloze-Style Question Answering
chiba-etal-2018-analysis,2018,yes,An Analysis of the Effect of Emotional Speech Synthesis on Non-Task-Oriented Dialogue System
buechel-etal-2018-modeling,2018,no,Modeling Empathy and Distress in Reaction to News Stories
altszyler-etal-2018-using,2018,no,Using contextual information for automatic triage of posts in a peer-support forum
ward-gallardo-2017-non,2017,no,Non-Native Differences in Prosodic-Construction Use
siddique-etal-2017-zara,2017,no,{Z}ara Returns: Improved Personality Induction and Adaptation by an Empathetic Virtual Agent
salem-etal-2017-game,2017,no,A Game with a Purpose for Automatic Detection of Children{'}s Speech Disabilities using Limited Speech Resources
perez-rosas-etal-2017-understanding,2017,no,Understanding and Predicting Empathic Behavior in Counseling Therapy
perez-rosas-etal-2017-predicting,2017,no,Predicting Counselor Behaviors in Motivational Interviewing Encounters
miller-etal-2017-parlai,2017,yes,{P}arl{AI}: A Dialog Research Software Platform
kshirsagar-etal-2017-detecting,2017,no,Detecting and Explaining Crisis
khanpour-etal-2017-identifying,2017,no,Identifying Empathetic Messages in Online Health Communities
halder-etal-2017-modeling,2017,no,Modeling Temporal Progression of Emotional Status in Mental Health Forum: A Recurrent Neural Net Approach
addawood-etal-2017-telling,2017,no,Telling Apart Tweets Associated with Controversial versus Non-Controversial Topics
tanana-etal-2016-sentiment,2016,no,Is Sentiment in Movies the Same as Sentiment in Psychotherapy? Comparisons Using a New Psychotherapy Sentiment Database
perez-rosas-etal-2016-building,2016,no,Building a Motivational Interviewing Dataset
litvak-etal-2016-social,2016,no,Social and linguistic behavior and its correlation to trait empathy
fung-etal-2016-zara-supergirl,2016,no,{Z}ara The {S}upergirl: An Empathetic Personality Recognition System
fung-etal-2016-zara,2016,yes,"{Z}ara: A Virtual Interactive Dialogue System Incorporating Emotion, Sentiment and Personality Recognition"
althoff-etal-2016-large,2016,yes,Large-scale Analysis of Counseling Conversations: An Application of Natural Language Processing to Mental Health
alam-etal-2016-interlocutors,2016,no,How Interlocutors Coordinate with each other within Emotional Segments?
tanana-etal-2015-recursive,2015,no,Recursive Neural Networks for Coding Therapist and Patient Behavior in Motivational Interviewing
maskit-etal-2015-computer,2015,no,A Computer Program for Tracking the Evolution of a Psychotherapy Treatment
denis-etal-2014-synalp,2014,yes,Synalp-Empathic: A Valence Shifting Hybrid System for Sentiment Analysis
bocklet-etal-2014-erlangen,2014,no,Erlangen-{CLP}: A Large Annotated Corpus of Speech from Children with Cleft Lip and Palate
han-etal-2013-counseling,2013,yes,Counseling Dialog System with 5{W}1{H} Extraction
bhargava-etal-2013-demonstration,2013,no,Demonstration of the {E}mote{W}izard of {O}z Interface for Empathic Robotic Tutors
suarez-etal-2012-building,2012,no,Building a Multimodal Laughter Database for Emotion Recognition
webb-etal-2010-wizard,2010,yes,{W}izard of {O}z Experiments for a Companion Dialogue System: Eliciting Companionable Conversation
saggion-etal-2010-nlp,2010,yes,{NLP} Resources for the Analysis of Patient/Therapist Interviews
saggion-etal-2010-human,2010,no,Human Language Technology for Text-based Analysis of Psychotherapy Sessions in the {S}panish Language
pedersen-larsen-2010-speech,2010,no,A Speech Corpus for Dyslexic Reading Training
patrick-1999-tagging,1999,no,Tagging Psychotherapeutic Interviews for Linguistic Analysis
clippinger-jr-1980-meaning,1980,no,Meaning and Discourse - A Computer Model of Psychoanalytic Speech and Cognition
