acl_key,year,c3_hit,title
cao-etal-2025-tool,2025,yes,{TOOL}-{ED}: Enhancing Empathetic Response Generation with the Tool Calling Capability of {LLM}
cabrera-lozoya-etal-2025-synthetic,2025,yes,Synthetic Empathy: Generating and Evaluating Artificial Psychotherapy Dialogues to Detect Empathy in Counseling Sessions
bn-etal-2025-pursuit,2025,yes,The Pursuit of Empathy: Evaluating Small Language Models for {PTSD} Dialogue Support
bi-etal-2025-magi,2025,yes,{MAGI}: Multi-Agent Guided Interview for Psychiatric Assessment
bhattacharyya-wang-2025-evaluating,2025,yes,Evaluating Vision-Language Models for Emotion Recognition
baskar-etal-2025-cper,2025,yes,({CPER}) From Guessing to Asking: An Approach to Resolving Persona Knowledge Gap in {LLM}s during Multi-Turn Conversations
basar-etal-2025-well,2025,yes,How Well Can Large Language Models Reflect? A Human Evaluation of {LLM}-generated Reflections for Motivational Interviewing Dialogues
bandera-etal-2025-unveiling,2025,no,Unveiling Empathic Triggers in Online Interactions via Empathy Cause Identification
amini-kosseim-2025-posts,2025,yes,From Posts to Predictions: A User-Aware Framework for Faithful and Transparent Detection of Mental Health Risks on Social Media
aghakhani-etal-2025-conversation,2025,yes,From Conversation to Automation: Leveraging {LLM}s for Problem-Solving Therapy Analysis
abbasi-etal-2025-hamraz,2025,yes,{H}am{R}az: A Culture-Based {P}ersian Conversation Dataset for Person-Centered Therapy Using {LLM} Agents
a-etal-2025-offline,2025,yes,An Offline Mobile Conversational Agent for Mental Health Support: Learning from Emotional Dialogues and Psychological Texts with Student-Centered Evaluation
zhou-etal-2024-think,2024,yes,Think Before You Speak: Cultivating Communication Skills of Large Language Models via Inner Monologue
zheng-etal-2024-self,2024,yes,Self-chats from Large Language Models Make Small Emotional Support Chatbot Better
zhang-etal-2024-stickerconv,2024,yes,{STICKERCONV}: Generating Multimodal Empathetic Responses from Scratch
zhang-etal-2024-escot,2024,yes,{ESC}o{T}: Towards Interpretable Emotional Support Dialogue Systems
zhang-etal-2024-cpsycoun,2024,yes,{CP}sy{C}oun: A Report-based Multi-turn Dialogue Reconstruction and Evaluation Framework for {C}hinese Psychological Counseling
younsi-etal-2024-beyond,2024,no,Beyond Words: Decoding Facial Expression Dynamics in Motivational Interviewing
yosef-etal-2024-assessing,2024,yes,Assessing Motivational Interviewing Sessions with {AI}-Generated Patient Simulations
yang-jurgens-2024-modeling,2024,yes,Modeling Empathetic Alignment in Conversation
yang-etal-2024-iterative,2024,yes,An Iterative Associative Memory Model for Empathetic Response Generation
yang-etal-2024-hyy33,2024,yes,hyy33 at {WASSA} 2024 Empathy and Personality Shared Task: Using the {C}ombined{L}oss and {FGM} for Enhancing {BERT}-based Models in Emotion and Empathy Prediction from Conversation Turns
yan-etal-2024-talk,2024,yes,Talk With Human-like Agents: Empathetic Dialogue Through Perceptible Acoustic Reception and Reaction
xu-jiang-2024-multi,2024,yes,Multi-dimensional Evaluation of Empathetic Dialogue Responses
xie-etal-2024-shot-dialogue,2024,yes,Few-shot Dialogue Strategy Learning for Motivational Interviewing via Inductive Reasoning
xiao-etal-2024-healme,2024,yes,{H}eal{M}e: Harnessing Cognitive Reframing in Large Language Models for Psychotherapy
wu-etal-2024-evaluating,2024,yes,Evaluating Large Language Models on Social Signal Sensitivity: An Appraisal Theory Approach
wu-etal-2024-ehdchat,2024,yes,"{EHDC}hat: A Knowledge-Grounded, Empathy-Enhanced Language Model for Healthcare Interactions"
wegmann-etal-2024-whats,2024,yes,"What{'}s Mine becomes Yours: Defining, Annotating and Detecting Context-Dependent Paraphrases in News Interview Dialogs"
wang-etal-2024-patient,2024,yes,{PATIENT}-$\psi$: Using Large Language Models to Simulate Patients for Training Mental Health Professionals
wang-etal-2024-muffin,2024,no,Muffin: Mitigating Unhelpfulness in Emotional Support Conversations with Multifaceted {AI} Feedback
wang-etal-2024-intent,2024,yes,Intent-Aware and Hate-Mitigating Counterspeech Generation via Dual-Discriminator Guided {LLM}s
wang-etal-2024-ctsm,2024,yes,{CTSM}: Combining Trait and State Emotions for Empathetic Response Model
wang-etal-2024-blsp,2024,yes,{BLSP}-Emo: Towards Empathetic Large Speech-Language Models
tseriotou-etal-2024-sig,2024,yes,Sig-Networks Toolkit: Signature Networks for Longitudinal Language Modelling
tiwari-etal-2024-seeing,2024,yes,Seeing Is Believing! towards Knowledge-Infused Multi-modal Medical Dialogue Generation
takanabe-etal-2024-multimodal,2024,no,Multimodal Emotion Recognition and Dataset Construction in Online Counseling
sun-etal-2024-eliciting,2024,yes,Eliciting Motivational Interviewing Skill Codes in Psychotherapy with {LLM}s: A Bilingual Dataset and Analytical Study
srivastava-etal-2024-knowledge,2024,yes,Knowledge Planning in Large Language Models for Domain-Aligned Counseling Summarization
skianis-etal-2024-leveraging,2024,yes,Leveraging {LLM}s for Translating and Classifying Mental Health Data
siyan-etal-2024-using,2024,yes,Using Adaptive Empathetic Responses for Teaching {E}nglish
shen-etal-2024-heart,2024,yes,{HEART}-felt Narratives: Tracing Empathy and Narrative Style in Personal Stories with {LLM}s
shen-etal-2024-empathicstories,2024,no,{E}mpathic{S}tories++: A Multimodal Dataset for Empathy Towards Personal Experiences
shapira-alfi-yogev-2024-therapist,2024,yes,Therapist Self-Disclosure as a Natural Language Processing Task
seo-lee-2024-diagesc,2024,yes,{D}iag{ESC}: Dialogue Synthesis for Integrating Depression Diagnosis into Emotional Support Conversation
sel-etal-2024-skin,2024,yes,Skin-in-the-Game: Decision Making via Multi-Stakeholder Alignment in {LLM}s
sedefoglu-etal-2024-leadempathy,2024,no,{L}ead{E}mpathy: An Expert Annotated {G}erman Dataset of Empathy in Written Leadership Communication
schirmer-etal-2024-language,2024,yes,The Language of Trauma: Modeling Traumatic Event Descriptions Across Domains with Explainable {AI}
saha-etal-2024-crowdcounter,2024,yes,{C}rowd{C}ounter: A benchmark type-specific multi-target counterspeech dataset
sadhu-etal-2024-empirical,2024,yes,An Empirical Study of Gendered Stereotypes in Emotional Attributes for {B}angla in Multilingual Large Language Models
rizwan-2024-sarcemp,2024,yes,{S}arc{E}mp - Fine-tuning {D}ialo{GPT} for Sarcasm and Empathy
qiu-etal-2024-smile,2024,yes,{SMILE}: Single-turn to Multi-turn Inclusive Language Expansion via {C}hat{GPT} for Mental Health Support
qiu-etal-2024-psyguard,2024,no,{P}sy{GUARD}: An Automated System for Suicide Detection and Risk Assessment in Psychological Counseling
qi-2024-utilizing,2024,yes,Utilizing Large Language Models for Customized Dialogue Data Augmentation and Psychological Counseling
priya-etal-2024-way,2024,yes,On the Way to Gentle {AI} Counselor: Politeness Cause Elicitation and Intensity Tagging in Code-mixed {H}inglish Conversations for Social Good
polignano-etal-2024-unraveling,2024,yes,Unraveling the Enigma of {SPLIT} in Large-Language Models: The Unforeseen Impact of System Prompts on {LLM}s with Dissociative Identity Disorder
plaza-del-arco-etal-2024-angry,2024,yes,"Angry Men, Sad Women: Large Language Models Reflect Gendered Stereotypes in Emotion Attribution"
pereira-etal-2024-context,2024,yes,{C}on{T}ext at {WASSA} 2024 Empathy and Personality Shared Task: History-Dependent Embedding Utterance Representations for Empathy and Emotion Prediction in Conversations
park-etal-2024-improving,2024,no,Improving Backchannel Prediction Leveraging Sequential and Attentive Context Awareness
pang-2024-toward,2024,yes,Toward More Human-like {SDS}s: Advancing Emotional and Social Engagement in Embodied Conversational Agents
osei-brefo-liang-2024-nu,2024,yes,{NU} at {WASSA} 2024 Empathy and Personality Shared Task: Enhancing Personality Predictions with Knowledge Graphs; A Graphical Neural Network and {L}ight{GBM} Ensemble Approach
onozeki-2024-knowledge,2024,yes,Knowledge-Grounded Dialogue Systems for Generating Interesting and Engaging Responses
numanoglu-etal-2024-empathify,2024,yes,Empathify at {WASSA} 2024 Empathy and Personality Shared Task: Contextualizing Empathy with a {BERT}-Based Context-Aware Approach for Empathy Detection
nguyen-etal-2024-taking,2024,no,Taking a turn for the better: Conversation redirection throughout the course of mental-health therapy
nejadgholi-etal-2024-challenging,2024,no,Challenging Negative Gender Stereotypes: A Study on the Effectiveness of Automated Counter-Stereotypes
na-2024-cbt,2024,yes,{CBT}-{LLM}: A {C}hinese Large Language Model for Cognitive Behavioral Therapy-based Mental Health Question Answering
mori-2024-cognitive,2024,yes,Cognitive Model of Listener Response Generation and Its Application to Dialogue Systems
moon-bhattacharyya-2024-care,2024,yes,We Care: Multimodal Depression Detection and Knowledge Infused Mental Health Therapeutic Response Generation
mitsios-etal-2024-improved,2024,yes,Improved Text Emotion Prediction Using Combined Valence and Arousal Ordinal Classification
mishra-etal-2024-able,2024,no,{ABLE}: Personalized Disability Support with Politeness and Empathy Integration
min-etal-2024-dynamic,2024,yes,Dynamic Reward Adjustment in Multi-Reward Reinforcement Learning for Counselor Reflection Generation
milintsevich-etal-2024-evaluating,2024,yes,Evaluating Lexicon Incorporation for Depression Symptom Estimation
mengxiao-etal-2024-mian,2024,yes,面向心理健康咨询的藏语数据集及大语言模型构建(Construction of {T}ibetan Datasets and Large Language Models for Psychological Health Counseling)
mayer-etal-2024-predicting,2024,yes,Predicting Client Emotions and Therapist Interventions in Psychotherapy Dialogues
manzoor-etal-2024-machines,2024,yes,Can Machines Resonate with Humans? Evaluating the Emotional and Empathic Comprehension of {LM}s
manai-etal-2024-idre,2024,yes,{IDRE}: {AI} Generated Dataset for Enhancing Empathetic Chatbot Interactions in {I}talian Language.
maeda-2024-elucidation,2024,yes,Elucidation of Psychotherapy and Development of New Treatment Methods Using {AI}
lozoya-etal-2024-generating,2024,yes,Generating Mental Health Transcripts with {SAPE} ({S}panish Adaptive Prompt Engineering)
louie-etal-2024-roleplay,2024,yes,Roleplay-doh: Enabling Domain-Experts to Create {LLM}-simulated Patients via Eliciting and Adhering to Principles
lissak-etal-2024-colorful,2024,yes,The Colorful Future of {LLM}s: Evaluating and Improving {LLM}s as Emotional Supporters for Queer Youth
lin-etal-2024-working,2024,yes,Working Alliance Transformer for Psychotherapy Dialogue Classification
lin-etal-2024-towards,2024,yes,Towards Healthy {AI}: Large Language Models Need Therapists Too
lim-etal-2024-erd,2024,yes,{ERD}: A Framework for Improving {LLM} Reasoning for Cognitive Distortion Classification
li-etal-2024-understanding-therapeutic,2024,yes,Understanding the Therapeutic Relationship between Counselors and Clients in Online Text-based Counseling using {LLM}s
li-etal-2024-helpful,2024,no,Be Helpful but Don{'}t Talk too Much - Enhancing Helpfulness in Conversations through Relevance in Multi-Turn Emotional Support
li-etal-2024-emstremo,2024,no,Emstremo: Adapting Emotional Support Response with Enhanced Emotion-Strategy Integrated Selection
li-etal-2024-eden,2024,yes,{EDEN}: Empathetic Dialogues for {E}nglish Learning
li-etal-2024-chinchunmei,2024,yes,Chinchunmei at {WASSA} 2024 Empathy and Personality Shared Task: Boosting {LLM}{'}s Prediction with Role-play Augmentation and Contrastive Reasoning Calibration
lee-parde-2024-acnempathize,2024,yes,{A}cn{E}mpathize: A Dataset for Understanding Empathy in Dermatology Conversations
lee-etal-2024-towards,2024,yes,Towards Understanding Counseling Conversations: Domain Knowledge and Large Language Models
lee-etal-2024-pouring,2024,no,Pouring Your Heart Out: Investigating the Role of Figurative Language in Online Expressions of Empathy
lee-etal-2024-empatheticfig,2024,yes,{E}mpathetic{FIG} at {WASSA} 2024 Empathy and Personality Shared Task: Predicting Empathy and Emotion in Conversations with Figurative Language
lee-etal-2024-comparative,2024,yes,A Comparative Multidimensional Analysis of Empathetic Systems
lee-etal-2024-cactus,2024,yes,Cactus: Towards Psychological Counseling Conversations using Cognitive Behavioral Theory
lahnala-etal-2024-appraisal,2024,no,Appraisal Framework for Clinical Empathy: A Novel Application to Breaking Bad News Conversations
kumar-etal-2024-unlocking,2024,yes,Unlocking {LLM}s: Addressing Scarce Data and Bias Challenges in Mental Health and Therapeutic Counselling
kong-moon-2024-ru,2024,yes,{RU} at {WASSA} 2024 Shared Task: Task-Aligned Prompt for Predicting Empathy and Distress
kenigsbuch-shapira-2024-serious,2024,no,Why So Serious: Humor and its Association with Treatment Measurements Process and Outcome
kang-etal-2024-large,2024,yes,Can Large Language Models be Good Emotional Supporter? Mitigating Preference Bias on Emotional Support Conversation
jeyaraman-etal-2024-pronunciation,2024,no,Pronunciation scoring for dysarthric speakers with {DNN}-{HMM} based goodness of pronunciation ({G}o{P}) measure
jang-etal-2024-minimal,2024,yes,Minimal Yet Big Impact: How {AI} Agent Back-channeling Enhances Conversational Engagement through Conversation Persistence and Context Richness
huang-liang-2024-zhenmei,2024,no,Zhenmei at {WASSA}-2024 Empathy and Personality Shared Track 2 Incorporating {P}earson Correlation Coefficient as a Regularization Term for Enhanced Empathy and Emotion Prediction in Conversational Turns
hossain-etal-2024-m3tcm,2024,no,{M}3{TCM}: Multi-modal Multi-task Context Model for Utterance Classification in Motivational Interviews
homan-etal-2024-intersectionality,2024,yes,Intersectionality in {AI} Safety: Using Multilevel Models to Understand Diverse Perceptions of Safety in Conversational {AI}
hoang-etal-2024-client,2024,yes,How Can Client Motivational Language Inform Psychotherapy Agents?
hasan-etal-2024-thesis,2024,yes,Thesis Proposal: Detecting Empathy Using Multimodal Language Model
hasan-etal-2024-llm,2024,yes,{LLM}-{GE}m: Large Language Model-Guided Prediction of People{'}s Empathy Levels towards Newspaper Article
harel-canada-etal-2024-measuring,2024,yes,Measuring Psychological Depth in Language Models
hamotskyi-etal-2024-eval,2024,yes,Eval-{UA}-tion 1.0: Benchmark for Evaluating {U}krainian (Large) Language Models
hamad-etal-2024-asem,2024,yes,{ASEM}: Enhancing Empathy in Chatbot through Attention-based Sentiment and Emotion Modeling
gunal-etal-2024-conversational,2024,yes,Conversational Topic Recommendation in Counseling and Psychotherapy with Decision Transformer and Large Language Models
giorgi-etal-2024-findings,2024,yes,Findings of {WASSA} 2024 Shared Task on Empathy and Personality Detection in Interactions
gao-etal-2024-cept,2024,yes,{CEPT}: A Contrast-Enhanced Prompt-Tuning Framework for Emotion Recognition in Conversation
gabriel-etal-2024-ai,2024,yes,Can {AI} Relate: Testing Large Language Model Response for Mental Health Support
furniturewala-jaidka-2024-empaths,2024,yes,Empaths at {WASSA} 2024 Empathy and Personality Shared Task: Turn-Level Empathy Prediction Using Psychological Indicators
fu-etal-2024-styemp,2024,no,{S}ty{E}mp: Stylizing Empathetic Response Generation via Multi-Grained Prefix Encoder and Personality Reinforcement
frick-steinebach-2024-fraunhofer,2024,yes,Fraunhofer {SIT} at {WASSA} 2024 Empathy and Personality Shared Task: Use of Sentiment Transformers and Data Augmentation With Fuzzy Labels to Predict Emotional Reactions in Conversations and Essays
feng-etal-2024-affect,2024,yes,Affect Recognition in Conversations Using Large Language Models
fei-etal-2024-empathyear,2024,yes,{E}mpathy{E}ar: An Open-source Avatar Multimodal Empathetic Chatbot
denecke-2024-conversational,2024,yes,How Do Conversational Agents in Healthcare Impact on Patient Agency?
coole-etal-2024-exploring,2024,yes,Exploring the Suitability of Transformer Models to Analyse Mental Health Peer Support Forum Data for a Realist Evaluation
cohen-etal-2024-motivational,2024,yes,Motivational Interviewing Transcripts Annotated with Global Scores
churina-etal-2024-wassa,2024,no,{WASSA} 2024 Shared Task: Enhancing Emotional Intelligence with Prompts
chevi-aji-2024-daisy,2024,no,Daisy at {WASSA} 2024 Empathy and Personality Shared Task: A Quick Exploration on Emotional Pattern of Empathy and Distress
chen-etal-2024-emotionqueen,2024,yes,{E}motion{Q}ueen: A Benchmark for Evaluating Empathy of Large Language Models
chaszczewicz-etal-2024-multi,2024,yes,Multi-Level Feedback Generation with Large Language Models for Empowering Novice Peer Counselors
campos-etal-2024-psychoanalytic,2024,yes,Psychoanalytic Studies in the Digital Humanities: Employing Topic Modeling with an {LLM} to Decode Dreams During the {B}razilian Pandemic
cai-etal-2024-empcrl,2024,yes,{E}mp{CRL}: Controllable Empathetic Response Generation via In-Context Commonsense Reasoning and Reinforcement Learning
burdisso-etal-2024-daic,2024,no,{DAIC}-{WOZ}: On the Validity of Using the Therapist{'}s prompts in Automatic Depression Detection from Clinical Interviews
buda-etal-2024-crisis,2024,yes,Crisis counselor language and perceived genuine concern in crisis conversations
brown-etal-2024-generation,2024,yes,"Generation, Distillation and Evaluation of Motivational Interviewing-Style Reflections with a Foundational Language Model"
bouzoubaa-etal-2024-words,2024,yes,Words Matter: Reducing Stigma in Online Conversations about Substance Use with Large Language Models
basar-etal-2024-extent,2024,yes,To What Extent Are Large Language Models Capable of Generating Substantial Reflections for Motivational Interviewing Counseling Chatbots? A Human Evaluation
bao-etal-2024-multi,2024,no,Multi-stream Information Fusion Framework for Emotional Support Conversation
balloccu-etal-2024-ask,2024,yes,Ask the experts: sourcing a high-quality nutrition counseling dataset through Human-{AI} collaboration
agarwal-etal-2024-analysing,2024,no,Analysing relevance of Discourse Structure for Improved Mental Health Estimation
zhou-etal-2023-facilitating,2023,no,Facilitating Multi-turn Emotional Support Conversation with Positive Emotion Elicitation: A Reinforcement Learning Approach
zhou-etal-2023-case,2023,no,{CASE}: Aligning Coarse-to-Fine Cognition and Affection for Empathetic Response Generation
zheng-etal-2023-augesc,2023,yes,{A}ug{ESC}: Dialogue Augmentation with Large Language Models for Emotional Support Conversation
zhao-etal-2023-transesc,2023,no,{T}rans{ESC}: Smoothing Emotional Support Conversation via Turn-Level State Transition
zhao-etal-2023-dont,2023,yes,Don{'}t Lose Yourself! Empathetic Response Generation via Explicit Self-Other Awareness
zhang-li-2023-cross,2023,yes,A Cross-Modality Context Fusion and Semantic Refinement Network for Emotion Recognition in Conversation
zhang-etal-2023-ask,2023,yes,Ask an Expert: Leveraging Language Models to Improve Strategic Reasoning in Goal-Oriented Dialogue Models
yang-etal-2023-exploiting-emotion,2023,no,Exploiting Emotion-Semantic Correlations for Empathetic Response Generation
xu-etal-2023-efficient,2023,yes,Efficient Cross-Task Prompt Tuning for Few-Shot Conversational Emotion Recognition
wu-etal-2023-experts,2023,yes,Are Experts Needed? On Human Evaluation of Counselling Reflection Generation
welivita-pu-2023-boosting,2023,yes,Boosting Distress Support Dialogue Responses with Motivational Interviewing Strategy
welivita-etal-2023-empathetic,2023,yes,Empathetic Response Generation for Distress Support
wang-feng-2023-global,2023,yes,Global-Local Modeling with Prompt-Based Knowledge Enhancement for Emotion Inference in Conversation
wang-etal-2023-ynu,2023,yes,{YNU}-{HPCC} at {WASSA}-2023 Shared Task 1: Large-scale Language Model with {L}o{RA} Fine-Tuning for Empathy Detection and Emotion Classification
wang-etal-2023-self,2023,yes,Self-Adapted Utterance Selection for Suicidal Ideation Detection in Lifeline Conversations
wang-etal-2023-humanoid,2023,no,Humanoid Agents: Platform for Simulating Human-like Generative Agents
troiano-etal-2023-dimensional,2023,yes,"Dimensional Modeling of Emotions in Text with Appraisal Theories: Corpus Creation, Annotation Reliability, and Prediction"
toleubay-etal-2023-utterance,2023,no,Utterance Classification with Logical Neural Network: Explainable {AI} for Mental Disorder Diagnosis
srinivas-etal-2023-team,2023,yes,"{T}eam{\_}{H}awk at {WASSA} 2023 Empathy, Emotion, and Personality Shared Task: Multi-tasking Multi-encoder based transformers for Empathy and Emotion Prediction in Conversations"
soumitra-etal-2023-leveraging,2023,no,"Leveraging Empathy, Distress, and Emotion for Accurate Personality Subtyping from Complex Human Textual Responses"
shen-etal-2023-modeling,2023,yes,Modeling Empathic Similarity in Personal Narratives
sharma-etal-2023-cognitive,2023,yes,Cognitive Reframing of Negative Thoughts through Human-Language Model Interaction
saha-srihari-2023-argu,2023,no,{A}rg{U}: A Controllable Factual Argument Generator
qu-etal-2023-conditioning,2023,no,Conditioning on Dialog Acts improves Empathy Style Transfer
qian-etal-2023-harnessing,2023,yes,Harnessing the Power of Large Language Models for Empathetic Response Generation: Empirical Investigations and Improvements
pu-etal-2023-just,2023,yes,Just Adjust One Prompt: Enhancing In-Context Dialogue Scoring via Constructing the Optimal Subgraph of Demonstrations and Prompts
pereira-etal-2023-context,2023,yes,Context-Dependent Embedding Utterance Representations for Emotion Recognition in Conversations
patkar-etal-2023-adityapatkar,2023,yes,"{A}ditya{P}atkar at {WASSA} 2023 Empathy, Emotion, and Personality Shared Task: {R}o{BERT}a-Based Emotion Classification of Essays, Improving Performance on Imbalanced Data"
paranjape-etal-2023-converge,2023,yes,"Converge at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: A Transformer-based Approach for Multi-Label Emotion Classification"
oneil-etal-2023-automatic,2023,yes,Automatic Reflection Generation for Peer-to-Peer Counseling
nedilko-chu-2023-team,2023,yes,"Team Bias Busters at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: Emotion Detection with Generative Pretrained Transformers"
mishra-etal-2023-pal,2023,yes,{PAL} to Lend a Helping Hand: Towards Building an Emotion Adaptive Polite and Empathetic Counseling Conversational Agent
mishra-etal-2023-e,2023,yes,e-{THERAPIST}: {I} suggest you to cultivate a mindset of positivity and nurture uplifting thoughts
min-etal-2023-verve,2023,no,{VERVE}: Template-based {R}eflecti{VE} Rewriting for {M}oti{V}ational {I}nt{E}rviewing
min-etal-2023-navigating,2023,yes,Navigating Data Scarcity: Pretraining for Medical Utterance Classification
medina-grespan-etal-2023-logic,2023,no,Logic-driven Indirect Supervision: An Application to Crisis Counseling
madasu-etal-2023-unified,2023,yes,A Unified Framework for Emotion Identification and Generation in Dialogues
lu-etal-2023-hit,2023,no,{HIT}-{SCIR} at {WASSA} 2023: Empathy and Emotion Analysis at the Utterance-Level and the Essay-Level
lin-etal-2023-ncuee,2023,yes,{NCUEE}-{NLP} at {WASSA} 2023 Shared Task 1: Empathy and Emotion Prediction Using Sentiment-Enhanced {R}o{BERT}a Transformers
li-etal-2023-understanding,2023,yes,Understanding Client Reactions in Online Mental Health Counseling
lee-etal-2023-empathy,2023,no,Empathy Identification Systems are not Accurately Accounting for Context
jiang-etal-2023-empathy,2023,yes,Empathy Intent Drives Empathy Detection
jiang-etal-2023-cognitive,2023,yes,A Cognitive Stimulation Dialogue System with Multi-source Knowledge Fusion for Elders with Cognitive Impairment
hasan-etal-2023-curtin,2023,yes,"Curtin {OCAI} at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: Demographic-Aware Prediction Using Multiple Transformers"
gruschka-etal-2023-domain,2023,yes,"Domain Transfer for Empathy, Distress, and Personality Prediction"
gollapalli-etal-2023-identifying,2023,yes,Identifying {Early Maladaptive Schemas} from Mental Health Question Texts
fu-etal-2023-reasoning,2023,yes,Reasoning before Responding: Integrating Commonsense-based Causality Explanation for Empathetic Response Generation
fu-etal-2023-e,2023,yes,{E}-{CORE}: Emotion Correlation Enhanced Empathetic Dialogue Generation
fu-2023-causality,2023,yes,Causality Reasoning for Empathy-Enriched and Personality-Conditioned Spoken Dialogue System
fraser-etal-2023-makes,2023,yes,What Makes a Good Counter-Stereotype? Evaluating Strategies for Automated Responses to Stereotypical Text
firdaus-etal-2023-mixing,2023,no,Mixing It Up: Inducing Empathy and Politeness using Multiple Behaviour-aware Generators for Conversational Systems
fataliyev-etal-2023-predicting,2023,yes,Predicting Empathic Accuracy from User-Designer Interviews
dey-girju-2023-investigating,2023,yes,Investigating Stylistic Profiles for the Task of Empathy Classification in Medical Narrative Essays
deng-etal-2023-knowledge,2023,yes,Knowledge-enhanced Mixed-initiative Dialogue System for Emotional Support Conversations
dang-etal-2023-embedding,2023,no,Embedding Mental Health Discourse for Community Recommendation
cheng-etal-2023-pal,2023,yes,{PAL}: Persona-Augmented Emotional Support Conversation Generation
chen-etal-2023-uncivil,2023,yes,The uncivil empathy: Investigating the relation between empathy and toxicity in online mental health support forums
chen-etal-2023-soulchat,2023,yes,"{S}oul{C}hat: Improving {LLM}s' Empathy, Listening, and Comfort Abilities through Fine-tuning with Multi-turn Empathy Conversations"
chen-etal-2023-empowering,2023,yes,Empowering Psychotherapy with Large Language Models: Cognitive Distortion Detection through Diagnosis of Thought Prompting
chen-etal-2023-controllable,2023,yes,Controllable Mixed-Initiative Dialogue Generation through Prompting
chavan-etal-2023-pict,2023,yes,"{PICT}-{CLRL} at {WASSA} 2023 Empathy, Emotion and Personality Shared Task: Empathy and Distress Detection using Ensembles of Transformer Models"
cercas-curry-cercas-curry-2023-computer,2023,yes,Computer says ``No'': The Case Against Empathetic Conversational {AI}
cai-etal-2023-improving,2023,yes,Improving Empathetic Dialogue Generation by Dynamically Infusing Commonsense Knowledge
bi-etal-2023-diffusemp,2023,yes,{D}iffus{E}mp: A Diffusion Model-Based Framework with Multi-Grained Control for Empathetic Response Generation
belkhir-sadat-2023-beyond,2023,yes,Beyond Information: Is {C}hat{GPT} Empathetic Enough?
belani-flanigan-2023-automatic,2023,no,Automatic Identification of Code-Switching Functions in Speech Transcripts
barriere-etal-2023-findings,2023,no,"Findings of {WASSA} 2023 Shared Task on Empathy, Emotion and Personality Detection in Conversation and Reactions to News Articles"
ang-etal-2023-socratic,2023,no,"Socratic Question Generation: A Novel Dataset, Models, and Evaluation"
zhu-etal-2022-multi,2022,yes,Multi-Party Empathetic Dialogue Generation: A New Task for Dialog Systems
zhou-etal-2022-towards,2022,yes,Towards Enhancing Health Coaching Dialogue in Low-Resource Settings
yao-etal-2022-d4,2022,yes,D4: a {C}hinese Dialogue Dataset for Depression-Diagnosis-Oriented Chat
xu-etal-2022-mmdag,2022,yes,{MMDAG}: Multimodal Directed Acyclic Graph Network for Emotion Recognition in Conversation
wu-etal-2022-towards-context,2022,yes,Towards In-Context Non-Expert Evaluation of Reflection Generation for Counselling Conversations
welivita-pu-2022-curating,2022,yes,Curating a Large-Scale Motivational Interviewing Dataset Using Peer Support Forums
wang-torres-2022-helpful,2022,no,How to be Helpful on Online Support Forums?
wang-etal-2022-empathetic,2022,no,Empathetic Dialogue Generation via Sensitive Emotion Recognition and Sensible Knowledge Selection
wang-etal-2022-care,2022,no,{CARE}: Causality Reasoning for Empathetic Responses by Conditional Graph Generation
vasava-etal-2022-transformer,2022,yes,Transformer-based Architecture for Empathy Prediction and Emotion Classification
tu-etal-2022-misc,2022,no,{MISC}: A Mixed Strategy-Aware Model integrating {COMET} for Emotional Support Conversation
tiwari-etal-2022-iaemp,2022,no,{IAE}mp: Intent-aware Empathetic Response Generation
tian-etal-2022-empathetic,2022,yes,Empathetic and Emotionally Positive Conversation Systems with an Emotion-specific Query-Response Memory
svikhnushina-etal-2022-taxonomy,2022,yes,A Taxonomy of Empathetic Questions in Social Dialogs
svikhnushina-etal-2022-ieval,2022,yes,i{E}val: Interactive Evaluation Framework for Open-Domain Empathetic Chatbots
sotudeh-etal-2022-mentsum,2022,no,{M}ent{S}um: A Resource for Exploring Summarization of Mental Health Online Posts
sotudeh-etal-2022-curriculum,2022,yes,Curriculum-guided Abstractive Summarization for Mental Health Online Posts
sosea-etal-2022-emotion,2022,yes,Emotion analysis and detection during {COVID}-19
sosea-caragea-2022-ensynet,2022,yes,{E}nsy{N}et: A Dataset for Encouragement and Sympathy Detection
singh-rios-2022-linguistic,2022,no,Linguistic Elements of Engaging Customer Service Discourse on Social Media
singh-etal-2022-emoinhindi,2022,no,{E}mo{I}n{H}indi: A Multi-label Emotion and Intensity Annotated Dataset in {H}indi for Emotion Recognition in Dialogues
shen-etal-2022-knowledge,2022,no,Knowledge Enhanced Reflection Generation for Counseling Dialogues
shapira-etal-2022-measuring,2022,no,Measuring Linguistic Synchrony in Psychotherapy
samad-etal-2022-empathetic,2022,yes,Empathetic Persuasion: Reinforcing Empathy and Persuasiveness in Dialogue Systems
saha-etal-2022-shoulder,2022,yes,A Shoulder to Cry on: Towards A Motivational Virtual Assistant for Assuaging Mental Agony
qian-etal-2022-surrey,2022,yes,"{SURREY}-{CTS}-{NLP} at {WASSA}2022: An Experiment of Discourse and Sentiment Analysis for the Prediction of Empathy, Distress and Emotion"
norre-etal-2022-investigating,2022,no,Investigating the Medical Coverage of a Translation System into Pictographs for Patients with an Intellectual Disability
